name,date time,longitude,latitude
0002,2016-03-18 07:40:01,105.8413226,21.0085079
0002,2016-03-18 07:40:52,105.8413226,21.0085079
0002,2016-03-18 07:41:44,105.8413226,21.0085079
0002,2016-03-18 07:42:35,105.8413226,21.0085079
0002,2016-03-18 07:43:26,105.8413226,21.0085079
0002,2016-03-18 07:48:51,105.8413226,21.0085079
0002,2016-03-18 07:49:57,105.8413226,21.0085079
0002,2016-03-18 07:51:10,105.8413226,21.0085079
0002,2016-03-18 07:52:08,105.8413226,21.0085079
0002,2016-03-18 07:52:59,105.8413226,21.0085079
0002,2016-03-18 07:53:50,105.8391209,21.0090792
0002,2016-03-18 07:54:41,105.8391209,21.0090792
0002,2016-03-18 07:57:02,105.8391209,21.0090792
0002,2016-03-18 08:05:09,105.8427905,21.0080063
0002,2016-03-18 08:06:00,105.8427905,21.0080063
0002,2016-03-18 08:06:51,105.8427905,21.0080063
0002,2016-03-18 08:08:03,105.8449923,21.0041754
0002,2016-03-18 08:08:54,105.8449923,21.0041754
0002,2016-03-18 08:09:45,105.8449923,21.0041754
0002,2016-03-18 08:10:36,105.8449923,21.0041754
0002,2016-03-18 08:11:27,105.8449923,21.0041754
0002,2016-03-18 08:12:18,105.8449923,21.0041754
0002,2016-03-18 08:13:09,105.8449923,21.0041754
0002,2016-03-18 08:14:00,105.8449923,21.0041754
0002,2016-03-18 08:14:51,105.8449923,21.0041754
0002,2016-03-18 08:15:42,105.8449923,21.0041754
0002,2016-03-18 08:16:33,105.8449923,21.0041754
0002,2016-03-18 08:17:24,105.8449923,21.0041754
0002,2016-03-18 08:18:15,105.8449923,21.0041754
0002,2016-03-18 08:19:06,105.8449923,21.0041754
0002,2016-03-18 08:19:57,105.8449923,21.0041754
0002,2016-03-18 08:20:48,105.8449923,21.0041754
0002,2016-03-18 08:21:39,105.8449923,21.0041754
0002,2016-03-18 08:22:30,105.8449923,21.0041754
0002,2016-03-18 08:23:21,105.8449923,21.0041754
0002,2016-03-18 08:24:12,105.8449923,21.0041754
0002,2016-03-18 08:25:03,105.8449923,21.0041754
0002,2016-03-18 08:25:54,105.8449923,21.0041754
0002,2016-03-18 08:26:45,105.8449923,21.0041754
0002,2016-03-18 08:27:36,105.8449923,21.0041754
0002,2016-03-18 08:28:27,105.8449923,21.0041754
0002,2016-03-18 08:29:18,105.8449923,21.0041754
0002,2016-03-18 08:30:09,105.8449923,21.0041754
0002,2016-03-18 08:31:00,105.8449923,21.0041754
0002,2016-03-18 08:31:51,105.8449923,21.0041754
0002,2016-03-18 08:32:42,105.8449923,21.0041754
0002,2016-03-18 08:33:33,105.8449923,21.0041754
0002,2016-03-18 08:34:24,105.8449923,21.0041754
0002,2016-03-18 08:35:15,105.8449923,21.0041754
0002,2016-03-18 08:36:06,105.8449923,21.0041754
0002,2016-03-18 08:36:57,105.8449923,21.0041754
0002,2016-03-18 08:37:48,105.8449923,21.0041754
0002,2016-03-18 08:38:39,105.8449923,21.0041754
0002,2016-03-18 08:39:30,105.8449923,21.0041754
0002,2016-03-18 08:40:21,105.8449923,21.0041754
0002,2016-03-18 08:41:12,105.8449923,21.0041754
0002,2016-03-18 08:42:03,105.8449923,21.0041754
0002,2016-03-18 08:42:54,105.8449923,21.0041754
0002,2016-03-18 08:43:45,105.8449923,21.0041754
0002,2016-03-18 08:44:36,105.8449923,21.0041754
0002,2016-03-18 08:45:27,105.8449923,21.0041754
0002,2016-03-18 08:46:18,105.8449923,21.0041754
0002,2016-03-18 08:47:09,105.8449923,21.0041754
0002,2016-03-18 08:48:00,105.8449923,21.0041754
0002,2016-03-18 08:48:51,105.8449923,21.0041754
0002,2016-03-18 08:49:42,105.8449923,21.0041754
0002,2016-03-18 08:50:33,105.8449923,21.0041754
0002,2016-03-18 08:51:24,105.8449923,21.0041754
0002,2016-03-18 08:52:15,105.8449923,21.0041754
0002,2016-03-18 08:53:06,105.8449923,21.0041754
0002,2016-03-18 08:53:57,105.8449923,21.0041754
0002,2016-03-18 08:54:48,105.8449923,21.0041754
0002,2016-03-18 08:55:39,105.8449923,21.0041754
0002,2016-03-18 08:56:30,105.8449923,21.0041754
0002,2016-03-18 08:57:21,105.8449923,21.0041754
0002,2016-03-18 08:58:20,105.8449923,21.0041754
0002,2016-03-18 08:59:11,105.8449923,21.0041754
0002,2016-03-18 09:00:02,105.8449923,21.0041754
0002,2016-03-18 09:00:53,105.8449923,21.0041754
0002,2016-03-18 09:01:44,105.8449923,21.0041754
0002,2016-03-18 09:02:35,105.8449923,21.0041754
0002,2016-03-18 09:03:26,105.8449923,21.0041754
0002,2016-03-18 09:04:17,105.8449923,21.0041754
0002,2016-03-18 09:05:08,105.8449923,21.0041754
0002,2016-03-18 09:05:59,105.8449923,21.0041754
0002,2016-03-18 09:06:52,105.8449923,21.0041754
0002,2016-03-18 09:07:46,105.8449923,21.0041754
